Name,Charakter Pipeline,Design Skelett,Einzigartig,Element,Erstellt von,Erstellungsdatum,Flavourtext,ID,Idee Brackground,Kartenart,Kartentext,Kartentext-Planung,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Letzte Änderung,Rarität,Set Release,Slot zugewiesen,Status,⚔️,⭕️,🛡️
Reissender Fluss,,,No,,Jan Appel,"September 9, 2023 2:50 PM",,44,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)eheneUntitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) während der verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)ung zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t wird, wird auch die angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifende Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Turbulenter Strom,,,No,,Jan Appel,"September 9, 2023 2:51 PM",,45,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) angegr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iffen wird, darfst du sie mit einem beliebigen Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)en. Falls nicht, wird Turbulenter Strom (https://www.notion.so/Turbulenter-Strom-2cb9b81fdc5c442fb79d5b8e45c9ea87?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Brunnen der Persistenz,,,No,,Jan Appel,"September 9, 2023 2:51 PM",,46,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) noch leb (https://www.notion.so/leb-692df7818193496192e870be274ab13b?pvs=21)t, nachdem sie verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, darfst Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u einen Untitled (https://www.notion.so/7d85c5583f0144ad94a6d3532be61da0?pvs=21) aus Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und für seine Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) eine andere Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) mit ihm vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehen.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Wilde Wogen,,,No,,Jan Appel,"September 10, 2023 12:36 AM",,47,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e $x$ Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Wahl, wobei $x$ die Anzahl (https://www.notion.so/Anzahl-09cf5acb69fa4d5ea84c749a17cf2bb0?pvs=21) Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Untitled (https://www.notion.so/7d85c5583f0144ad94a6d3532be61da0?pvs=21)e ist.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Ebbe,,,No,,Jan Appel,"September 10, 2023 12:39 AM",,48,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Zahle $x$ Untitled (https://www.notion.so/710cb303190e42c187c5b6603253aa7a?pvs=21): plan (https://www.notion.so/plan-75375ecda7fa415a8b626a3c14cdf4eb?pvs=21)e $x$ Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.
Wenn Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) die Flut (https://www.notion.so/Flut-79d77c78eb6641e8acd1bd480fc085b0?pvs=21) gespiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)t hast, such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)e die Springflut (https://www.notion.so/Springflut-8bc81b75064342c68c5596d2db5193bf?pvs=21) aus Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e sie, ohne ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) zu bezahlen.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Flut,,,No,,Jan Appel,"September 10, 2023 12:39 AM",,49,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Zahle $2x$ Untitled (https://www.notion.so/710cb303190e42c187c5b6603253aa7a?pvs=21): zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)e $x$ Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.
Wenn Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) die Ebbe (https://www.notion.so/Ebbe-58acd68eedf84da7bfbf8b50233a8693?pvs=21) gespiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)t hast, such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)e die Springflut (https://www.notion.so/Springflut-8bc81b75064342c68c5596d2db5193bf?pvs=21) aus Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e sie, ohne ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) zu bezahlen.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Springflut,,,No,,Jan Appel,"September 10, 2023 12:40 AM",,50,Erste Ideen,Untitled (https://www.notion.so/3982764085c2477e827623c38aec8f98?pvs=21),,"1. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e 3 Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) aus Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und nimm sie auf (https://www.notion.so/auf-e5bc4ea646fa468aa4d0ee5800a3c5e2?pvs=21) die Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).
2. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e bis zu 3 Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e irgendwelcher Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) für 1 Untitled (https://www.notion.so/710cb303190e42c187c5b6603253aa7a?pvs=21).
3. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e alle Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e auf dem Schlachtfeld (https://www.notion.so/Schlachtfeld-00d6e8bce1a7450e917e836d0bf3b24e?pvs=21).",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,50
Ding aus der Tiefe,,,No,,Jan Appel,"September 10, 2023 12:44 AM",,51,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Wenn das Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e eine beliebige Auswahl (https://www.notion.so/Auswahl-0a18c0ac8baa47b59e780d173eaf6e42?pvs=21) Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e und lege sie unter diese Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Immer, wenn das Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) einen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t, lege ihn ebenfalls unter diese Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) und Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) des Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) sind stets die entsprechenden Summen der unter ihm liegenden Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,0
Perlentaucher,,,No,,Jan Appel,"September 10, 2023 12:54 AM",,52,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"verkünde (https://www.notion.so/verk-nde-60617eed7ae244bab7664a1d221879c2?pvs=21) zu Beginn Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)eines Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)es einen Entitäten (https://www.notion.so/09a479f6a9da4570a428e67ff08006f4?pvs=21)typ. Wenn die erste Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u diesen Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st, diesem Entitäten (https://www.notion.so/09a479f6a9da4570a428e67ff08006f4?pvs=21)typ entspricht, darfst Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u sie für 1 Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en. Andernfalls nimmst Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u sie auf (https://www.notion.so/auf-e5bc4ea646fa468aa4d0ee5800a3c5e2?pvs=21) Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,15,,15
Fresnel’sche Spiegelung,,,No,,Jan Appel,"September 10, 2023 1:06 AM",,53,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,Untitled (https://www.notion.so/38d8865e0868489d84eed7aab3fdb7d3?pvs=21) können nur die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) als Untitled (https://www.notion.so/fce8858c271f419a8a1cfc93bdd3c75e?pvs=21) für ihren Angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iff wählen.,,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Magierin des Ausgleichs,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Jan Appel,"September 10, 2023 1:10 AM",,54,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> eine <key>Karte</key> <key>zerstöre</key>, <key>ziehe</key> eine <key>Karte</key>.","Wenn ich eine Karte zerstöre, ziehe eine Karte.",Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),,,2,,,2,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,20/20,,20/30
Meerjungfrau Marna,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Jan Appel,"September 10, 2023 1:27 AM",,55,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Wenn Meerjungfrau Marna (https://www.notion.so/Meerjungfrau-Marna-bea5a1b4be7940fdb3c40ddc0b966608?pvs=21) angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eift, darfst Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u den Wassermann Torlan (https://www.notion.so/Wassermann-Torlan-831de7267ffa4a5ca40736c2068d30ea?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,15,,20
Nixe Arvia,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Jan Appel,"September 10, 2023 1:27 AM",,56,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh einen beliebigen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) mit der Nixe Arvia (https://www.notion.so/Nixe-Arvia-c96c2162ea524e7da5071d642203889f?pvs=21). Der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) hat solange ohnmächtig (https://www.notion.so/ohnm-chtig-052e31a81ae24fb5ac51512957908c0d?pvs=21) und die Nixe Arvia (https://www.notion.so/Nixe-Arvia-c96c2162ea524e7da5071d642203889f?pvs=21) kann angegr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iffen werden, aber nicht angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,0,
Nymphe Nerida,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Jan Appel,"September 10, 2023 1:39 AM",,57,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Wenn die Nymphe Nerida (https://www.notion.so/Nymphe-Nerida-8f0683beacc94954b0a9523b2fa66107?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, darfst Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine Untitled (https://www.notion.so/2b9adcd059614612bb0133aece543b8a?pvs=21) spielen.
Wenn die Nymphe Nerida (https://www.notion.so/Nymphe-Nerida-8f0683beacc94954b0a9523b2fa66107?pvs=21) verschwind (https://www.notion.so/verschwind-43bb30ae08cb45c7a465f320d7ca5f91?pvs=21)et, musst Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine Deiner Untitled (https://www.notion.so/2b9adcd059614612bb0133aece543b8a?pvs=21)n zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,20,,20
Sirene Thalassa,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Jan Appel,"September 10, 2023 1:40 AM",,58,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh einen beliebigen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) mit der Sirene Thalassa (https://www.notion.so/Sirene-Thalassa-01693bf0618c4bd29e710b24869cf3df?pvs=21), dessen Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) und Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) zusammen nicht höher als 100 ist. Der versehene Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) ist solange unter Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer kontr (https://www.notion.so/kontr-2b98ac3701c74c8db29660ccd548453e?pvs=21)olle, bis Sirene Thalassa (https://www.notion.so/Sirene-Thalassa-01693bf0618c4bd29e710b24869cf3df?pvs=21) die gegnerische Linien verlässt, kann seine Position nicht ändern und in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) nicht angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,25,,10
Seemannsgarn,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Jan Appel,"September 10, 2023 1:49 AM",,59,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Entscheide Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)ich zu Beginn Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)eines Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)es, ob Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e bis zu Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einem nächsten Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)$+10x$ Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) oder $+10x$ Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) haben, wobei $x$ die Anzahl (https://www.notion.so/Anzahl-09cf5acb69fa4d5ea84c749a17cf2bb0?pvs=21) Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n ist, die Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u seit der Entscheidung zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,1,
Die Albatross,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Jan Appel,"September 10, 2023 1:50 AM",,60,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,65,,50
Schrecken der Lüfte,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Jan Appel,"September 10, 2023 1:54 AM",,61,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e alle Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e. spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e für jeden zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)ten Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) einen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) von Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,,
Brauner Stummfisch,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Jan Appel,"September 10, 2023 1:58 AM",,62,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)bar.,,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,10,,0
Regenbogenquappschlappe,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Jan Appel,"September 10, 2023 1:58 AM",,63,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Die Regenbogenquappschlappe (https://www.notion.so/Regenbogenquappschlappe-c695e5302d69411b83972e5f18cf3fc3?pvs=21) kann in der Verteidigungsposition (https://www.notion.so/Verteidigungsposition-40ccf690416b4f68aef823771c6b0615?pvs=21) nicht als Untitled (https://www.notion.so/fce8858c271f419a8a1cfc93bdd3c75e?pvs=21) gewählt werden.,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,15,,15
Geld ist Macht,,,No,,Jan Appel,"September 10, 2023 2:25 AM",,65,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh eine Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) mit Geld ist Macht (https://www.notion.so/Geld-ist-Macht-43a806f801ee4f8898cfaec5781b4295?pvs=21). Lege bis zu 25 Untitled (https://www.notion.so/8a43ae64dd89409b80adca5a926d497b?pvs=21)n auf diese Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21). Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) und Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehenen Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) sind um diese Anzahl (https://www.notion.so/Anzahl-09cf5acb69fa4d5ea84c749a17cf2bb0?pvs=21) erhöht. Wird die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t, erhält der zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)ende Untitled (https://www.notion.so/8f9b118372384c41817b4234398dfa75?pvs=21) die Untitled (https://www.notion.so/8a43ae64dd89409b80adca5a926d497b?pvs=21)n und diese Karte auf die Hand.",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
