Kartenart,Name,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,ID,Flavourtext,Created by,Artwork,Art Production,Decklist,Glossar,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Kritik,Zustimmung
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Brunnen der Persistenz,"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) noch leb (https://www.notion.so/leb-692df7818193496192e870be274ab13b?pvs=21)t, nachdem sie verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u einen Schild (https://www.notion.so/Schild-7d85c5583f0144ad94a6d3532be61da0?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und für seine Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) eine andere Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) mit ihm vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehen.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3",,,,,Backup,46,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150257950997364736/itschotsch_large_medieval_well_epic_structure_waves_clashing_by_7c8e645a-52d1-4951-9f7e-8031ec4f5f90.png,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Bündnisschrein,"Solange der Bündnisschrein im Spiel ist, erhalten alle Bündnispartner +15 Angriff und +15 Verteidigung","Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21)",6,,,1,,Idee,258,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Carcosa,"Kann nur einmal im Deck sein, Ziehe am Anfang des Spiels diese Karte aus dem Deck und spiele sie als eine deiner Schildkarten, wenn dieser Schild zerstört wird, der Charakter der diesen Schild zerstört hat wird auf den Friedhof gelegt. Carcosa kommt ebenfalls auf den Friedhof.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",-,,,,,Experiment,440,,Gut Christian,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Celia von Sonnenberg,"Einzigartig
2,M,: Lege ein Bannkreis auf einen anderen Charakter mit Stärke 15 oder weniger oder Aramis von Rabenstein.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"4,M,M,",15/15,15/15,,,Neu,454,,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/76846383792d-5E8A7575.jpg,Celia von Sonnenberg (https://www.notion.so/Celia-von-Sonnenberg-ad63744849d84f6f992661cf22208e57?pvs=21),,,,,,2,,4,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Champion von Aqua,Bannkreis 1,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"1,A,A,A,",30/40,40/30,,,Playtest,378,,Timon,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Charles le Sorcier,"Kultist
Am ende deines zuges nimm “Charles le Sorcier” vom Friedhof auf deine Hand.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",4,20/20,20/20,,,Experiment,419,,Gut Christian,,,,,,,,,,4,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Cherin Tehilla Yadah de Rihanner,"Einzigartig, Kleriker, Wölfe Bjaturs
Wenn Cherin Tehilla Yadah de Rihanner im Spiel ist, erhalten alle anderen befreundeten Kleriker +10 Angriff und Verteidigung",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),5,30,15,,,Idee,276,,Slain,,,,,,,,,,,,
,Crowd Funding,,,,,,,,Idee,405,,Jan Appel,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Cthulu`s Präsenz,"Old One
Einzigartig
Diese Karte kann nicht zerstört werden.
Alle Kultisten und Monster erhalten +10/+10.
Wenn diese Karte das Schlachtfeld betritt werden alle Charaktere Wahninnig bis am ende des Zuges.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",7,-/-,-/-,,,Experiment,420,,Gut Christian,,,,,,,,,,7,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Dagon,"Old One
Einzigartig
Monster erhalten +5/+0 für jedes Monster auf dem Schlachtfeld das du kontrollierst.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",7,50/50,50/50,,,Experiment,421,,Gut Christian,,,,,,,,,,7,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Dahlia bint Ishaq al-Bahar
","Einzigartig
Wenn Dahlia das Schlachtfeld betritt, wende zwei mal “Magiemanipulaton 3” an.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"3,A,A,",20/20,15/15,,,Neu,402,„Alles Wissen will gelernt werden“,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/62dc980ea4c4-IMG_7597_(1).jpeg,Dahlia bint Ishaq al-Bahar (https://www.notion.so/Dahlia-bint-Ishaq-al-Bahar-8df28018255943c9820fdee90396560b?pvs=21),,"Magiemanipulation X (https://www.notion.so/Magiemanipulation-X-5882301e51d74fe689ccb0cd514b1ebe?pvs=21), Einzigartig (https://www.notion.so/Einzigartig-6922b018ce444b998180b93ddb0997ab?pvs=21)",,2,,,,3,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Das Gleichgewicht wahren,"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn der Gegner nicht X zahlt.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"X,M,M,",,,,,Neu,220,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/220.png,,,,,,,2,,X,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Das Necronomicon Lesen,"Sofort Spielbar
Sehe dir eine beliebige Schildkarte an.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",2,,,,,Experiment,439,,Gut Christian,,,,,,,,,,2,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Dem Feuer entronnen,"D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u musst für die nächste Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)st, die zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten nicht bezahlen.",,1,,,,,Backup,115,,Tim,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Den Ausgleich schaffen,"Jeder Spieler opfert so viele Elementare, bis er so viele Elementare hat wie der Spieler mit den wenigsten Elementaren.
Dann wiederhole das Vorgehen für Charaktere und Manifestationen.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),5,,,,,Idee,216,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Den Flammen entkommen,"D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u musst für die nächste Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)st, die zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten nicht bezahlen.",,1,,,,,Backup,94,,Tim,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Den Kreislauf ehren,Zerstöre einen nicht-einzigartigen Charakter.,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"3,T,",,,,,Neu,215,,Slain,,,Untitled (https://www.notion.so/25b3f1a608e440cbb303ae8f21aa0364?pvs=21),,,,,,1,3,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Den Schmerz tragen,Bringe alle Charaktere aus allen Friedhöfen unter der Kontrolle ihrer Besitzer ins Spiel,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),8,,,,,Idee,242,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Der Aussenseiter,"Kultist
Einzigartig
Wenn dieser Charakter ins Spiel kommt, nimmt dein Gegner einen Charakter deiner Wahl auf seine Hand zurück.
Solange du eine Manifestation kontrollierst, kann dieser Charakter nicht angegriffen werden.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",5,15/15,15/15,,,Experiment,408,,Gut Christian,,,,,,,,,,5,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Der Eiseren Eid,"Solange du nur Eiserne Charaktere im Spiel hast, erhalten alle Charaktere +20 Angriff und Verteidigung",Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),4,,,1,,Idee,295,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Der König im Gelben Manuskribt,Ein Charakter deiner Wahl erhält Wahnsinn,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",2,,,,,Experiment,434,,Gut Christian,,,,,,,,,,2,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Der Schwarze Stein,"Am ende deines Zuges darfst du entweder einen Kultist vom Schlachtfeld opfere oder einen Kultist von deiner Hand abwerfen.
Wenn du das machst durchsuche dein Deck nach einem Old One und nimm ihn auf die Hand.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",5,,,,,Experiment,443,,Gut Christian,,,,,,,,,,5,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Der Tempel,"Kann nicht als Elementar gelegt werden, Kann nicht beschworen werden, Verhöhnen, 2 mal Bannkreis","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",-,,,2,,Experiment,444,,Gut Christian,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Die Albatross,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),6,65,50,,,Idee,60,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1151132921210609799/itschotsch_beautiful_epic_large_sailing_ship_between_small_trop_bd7b89c2-8652-4a12-bff4-3f72dbd24c9f.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Die Farbe aus dem All,"Old One
Einzigartig
Wenn dieser Charakter das Schlachtfeld betritt zerstöre eine Elementarkarte.
Alle anderen Charaktere erhalten -10/-10","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",7,40/40,50/50,,,Experiment,433,,Gut Christian,,,,,,,,,,7,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Die geliebten Toten,Ein Kultist deiner Wahl von deinem Friedhof kommt auf das Schlachtfeld zurück. Der Charakter erhält Wahnsinn bis zum ende des Zuges.,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",4,,,,,Experiment,435,,Gut Christian,,,,,,,,,,4,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Die Musik des Erich Zann,Verhindere dass eine Karte ins Spiel kommt.,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",3,,,,,Experiment,438,,Gut Christian,,,,,,,,,,3,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Die Sanduhr drehen,"Ziehe 2 Karten, dann leg 2 Karten aus deine Hand unter dein Deck",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"1,E,",,,,,Neu,226,,Slain,,,,,1,,,,,1,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Die Verfluchte Heide,"Kann nicht zerstört werden.
Wenn diese Manifestation das Schlachtfeld betritt, zerstöre eine zufällige Elementarkarte eines Gegners.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",6,,,,,Experiment,447,,Gut Christian,,,,,,,,,,6,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ding aus der Tiefe,"Wenn das Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e eine beliebige Auswahl (https://www.notion.so/Auswahl-0a18c0ac8baa47b59e780d173eaf6e42?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e und lege sie unter diese Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Immer, wenn das Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) einen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t, lege ihn ebenfalls unter diese Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) und Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) des Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) sind stets die entsprechenden Summen der unter ihm liegenden Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.",,6,0,0,,,Backup,51,,Jan Appel,"https://cdn.discordapp.com/attachments/1140326119963377664/1150468909787516938/itschotsch_silhouette_of_unrecognizable_dramatic_massive_tentac_4b32ed08-2816-4a11-9f9c-74463defb49a.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00042-4278159929.png",,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Drache des Südlichen Siegels,Stellungswechsel,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"5,E,E,",60/60,60/60,,,Neu,327,,Slain,,,Untitled (https://www.notion.so/dd4d41199fbd4961adb21567d8900380?pvs=21),,2,,,,,5,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Drachenwelpe,Darf zwei Charaktere gleichzeitig angreifen,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),3,20/30,10/20,,,Idee,357,,Gut Christian,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Duell-Arena,Bestimme zu Beginn deines Zuges einen eigenen und einen gegnerischen Charakter. Diese zwei Charaktere führen sofort einen Kampf aus.,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),6,,,1,,Idee,218,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Duellant,"Angreifer. Darf nur Charaktere angreifen,",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"1,A,",35/10,–/–,,,Playtest,355,,Gut Christian,,,,Angreifer (https://www.notion.so/Angreifer-a780fd99001041ed940897d1c00f7f6e?pvs=21),,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Duellforderung,"Wähle einen Charakter, den du kontrollierst und einen Charakter der ein Gegner kontrolliert. Beide Charakter fügen dem anderen Schaden in höhe ihrer Stärke zu.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,",,,,,Playtest,363,,Gut Christian,,,,,,,1,,,2,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Dunwich,"Lavinia Whateley kostet drei Elemente weniger.
 
Enttappe Dunwich zu Beginn deines Zuges.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",4,,,,,Experiment,445,,Gut Christian,,,,,,,,,,4,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Dunwich Horror,"Old One
Einzigartig
Kann nicht als Mana gelegt werden, Kann nicht beschworen werden","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",-,50/50,50/50,,,Experiment,413,,Gut Christian,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Dürre,"sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21) spielbar.
Alle Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) werfen ihre Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21) und zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)en 3 Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 5",,,,,Backup,34,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1151107286249525319/itschotsch_wide_dried_up_land_cracks_drought_bright_colors_digi_a87fab1f-accc-4cf0-be42-2ad06ad042b8.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Ebbe,"Zahle $x$ Aqua (https://www.notion.so/Aqua-710cb303190e42c187c5b6603253aa7a?pvs=21): plan (https://www.notion.so/plan-75375ecda7fa415a8b626a3c14cdf4eb?pvs=21)e $x$ Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.
Wenn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) die Flut (https://www.notion.so/Flut-79d77c78eb6641e8acd1bd480fc085b0?pvs=21) gespiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)t hast, such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)e die Springflut (https://www.notion.so/Springflut-8bc81b75064342c68c5596d2db5193bf?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e sie, ohne ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) zu bezahlen.",,4,,,,,Backup,48,,Jan Appel,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00083-2294322753.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00079-895315652.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00076-2101063357.png",,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ecthelias,"Einzigartig, Krieger, Schreckensklinge, Bündnispartner
Wenn Ecthelias im Spiel ist, erhalten alle anderen befreundeten Krieger +10 Angriff und Verteidigung",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),5,25,25,,,Idee,275,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Edalphi,"Elementarvolk, 
Immer wenn ein Elementarvolk ins Spiel kommt, ziehe eine Karte.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),4,20,20,,,Idee,194,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Einsamer Dachs,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,35,40,,,Backup,145,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_by_Titus_Lunter_mtg_wallpaper_green_trees_--ar_34__dd1f1efd-a30b-4623-8e8f-0e1d5eabac9d.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Eisernes Aeriskind,"Eisern
",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),2,25,10,,,Idee,288,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Eisernes Aquakind,"Eisern
",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),2,25,10,,,Idee,291,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Eisernes Igniskind,"Eisern
",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),2,25,10,,,Idee,294,,Slain,,,,,,,,,,,,
